"EventType","InsertText","DeleteText","SourceLocation","ClientTimestamp","CodeStateSection","ToolInstances","EditType","X-Metadata","CodeStateID","X-Compilable","EventID","SubjectID","AssignmentID"
"X-Keystroke","t",,"1108","1738000816501","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","a","","1108","1738000816603","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"1109","1738000816613","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","i","","1109","1738000816649","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"1110","1738000816653","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","l","","1110","1738000816698","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"1111","1738000816702","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"l",,,,,
"File.Edit",";","","1111","1738000816978","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",";",,"1112","1738000816978","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,";",,,,,
"X-Action","Enter",,,"1738000817208","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","        
","","1113","1738000817210","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","s","","1121","1738000818323","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"1122","1738000818323","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","o","","1122","1738000818434","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"1123","1738000818442","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"o",,,,,
"File.Edit","u","","1123","1738000818515","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"1124","1738000818522","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"u",,,,,
"File.Edit","t","","1124","1738000818594","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"1125","1738000818606","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Action","Choose Lookup Item Replace",,,"1738000818785","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Choose Lookup Item Replace",,,,,
"File.Edit","","sout","1121","1738000818796","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","System.out.println();","","1121","1738000818798","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"1108","1738000816501","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","a",,"1109","1738000816613","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","i",,"1110","1738000816653","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","l",,"1111","1738000816702","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke",";",,"1112","1738000816978","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,";",,,,,
"X-Keystroke","s",,"1122","1738000818323","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","o",,"1123","1738000818442","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke","u",,"1124","1738000818522","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"u",,,,,
"X-Keystroke","t",,"1125","1738000818606","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Action","Backspace",,,"1738000819641","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","(","1139","1738000819642","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","",")","1139","1738000819644","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1738000819809","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","n","1138","1738000819811","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1738000819970","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","l","1137","1738000819972","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","(","","1137","1738000820427","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",")","","1138","1738000820429","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","(",,"1138","1738000820429","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"(",,,,,
"File.Edit","""","","1138","1738000821236","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","""","","1139","1738000821239","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","""",,"1139","1738000821242","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"""",,,,,
"X-Keystroke","(",,"1138","1738000820429","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"(",,,,,
"X-Keystroke","""",,"1139","1738000821242","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"""",,,,,
"X-Keystroke","(",,"1138","1738000820429","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"(",,,,,
"X-Keystroke","""",,"1139","1738000821242","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"""",,,,,
"X-Action","Insert Inline Proposal",,,"1738000822954","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Insert Inline Proposal",,,,,
"File.Edit","""Linked list values Left to Right: ","","1138","1738000822957","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","","""","1173","1738000822962","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Insert Inline Proposal",,,"1738000823002","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Insert Inline Proposal",,,,,
"X-Action","Backspace",,,"1738000823593","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","""","1173","1738000823595","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1738000824099","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","1172","1738000824101","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1738000824132","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","",":","1171","1738000824133","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1738000824163","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","t","1170","1738000824164","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1738000824195","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","h","1169","1738000824197","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1738000824227","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","g","1168","1738000824229","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1738000824259","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","i","1167","1738000824261","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1738000824291","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","R","1166","1738000824293","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1738000824340","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","1165","1738000824341","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1738000824371","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","o","1164","1738000824373","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1738000824506","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","t","1163","1738000824508","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1738000824666","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","1162","1738000824667","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1738000824834","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","t","1161","1738000824835","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1738000824993","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","f","1160","1738000824995","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1738000825154","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","e","1159","1738000825155","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1738000825329","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","L","1158","1738000825331","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","r","","1158","1738000825650","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"1159","1738000825651","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","i","","1159","1738000825819","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"1160","1738000825820","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","r",,"1159","1738000825651","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","i",,"1160","1738000825820","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","g",,"1161","1738000825965","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke","h",,"1162","1738000826034","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"h",,,,,
"X-Keystroke","t",,"1163","1738000826131","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke"," ",,"1164","1738000826196","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","R",,"1159","1738000827372","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"R",,,,,
"X-Keystroke","i",,"1160","1738000827436","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","g",,"1161","1738000827598","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke","h",,"1162","1738000827693","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"h",,,,,
"X-Keystroke","t",,"1163","1738000827796","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke"," ",,"1164","1738000827885","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","t",,"1165","1738000828052","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","o",,"1166","1738000828124","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke"," ",,"1167","1738000828237","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","r",,"1159","1738000825651","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","i",,"1160","1738000825820","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","g",,"1161","1738000825965","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke","h",,"1162","1738000826035","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"h",,,,,
"X-Keystroke","t",,"1163","1738000826131","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke"," ",,"1164","1738000826196","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","R",,"1159","1738000827372","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"R",,,,,
"X-Keystroke","i",,"1160","1738000827436","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","g",,"1161","1738000827598","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke","h",,"1162","1738000827693","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"h",,,,,
"X-Keystroke","t",,"1163","1738000827796","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke"," ",,"1164","1738000827885","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","t",,"1165","1738000828052","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","o",,"1166","1738000828124","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke"," ",,"1167","1738000828237","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","g","","1160","1738000825964","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","g",,"1161","1738000825965","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"g",,,,,
"File.Edit","h","","1161","1738000826034","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","h",,"1162","1738000826035","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"h",,,,,
"File.Edit","t","","1162","1738000826130","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"1163","1738000826131","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit"," ","","1163","1738000826195","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"1164","1738000826196","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Action","Backspace",,,"1738000826410","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","1163","1738000826411","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1738000826562","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","t","1162","1738000826564","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1738000826714","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","h","1161","1738000826726","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1738000826873","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","g","1160","1738000826874","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1738000827026","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","i","1159","1738000827028","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1738000827186","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","r","1158","1738000827187","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","R","","1158","1738000827371","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","R",,"1159","1738000827372","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"R",,,,,
"File.Edit","i","","1159","1738000827435","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"1160","1738000827436","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","g","","1160","1738000827597","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","g",,"1161","1738000827598","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"g",,,,,
"File.Edit","h","","1161","1738000827692","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","h",,"1162","1738000827693","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"h",,,,,
"File.Edit","t","","1162","1738000827795","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"1163","1738000827796","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit"," ","","1163","1738000827884","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"1164","1738000827885","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","t","","1164","1738000828051","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"1165","1738000828052","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","o","","1165","1738000828123","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"1166","1738000828124","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"o",,,,,
"File.Edit"," ","","1166","1738000828236","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"1167","1738000828237","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","L","","1167","1738000828688","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","L",,"1168","1738000828689","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"L",,,,,
"File.Edit","e","","1168","1738000828775","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"1169","1738000828776","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","f","","1169","1738000828882","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"1170","1738000828883","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"f",,,,,
"X-Keystroke","L",,"1168","1738000828689","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"L",,,,,
"X-Keystroke","e",,"1169","1738000828776","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","f",,"1170","1738000828883","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"f",,,,,
"X-Keystroke","t",,"1171","1738000829084","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke",":",,"1172","1738000829380","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,":",,,,,
"X-Keystroke"," ",,"1173","1738000829632","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke",":",,"1174","1738000831539","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,":",,,,,
"X-Keystroke","L",,"1168","1738000828689","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"L",,,,,
"X-Keystroke","e",,"1169","1738000828776","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","f",,"1170","1738000828883","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"f",,,,,
"X-Keystroke","t",,"1171","1738000829084","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke",":",,"1172","1738000829380","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,":",,,,,
"X-Keystroke"," ",,"1173","1738000829632","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke",":",,"1174","1738000831539","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,":",,,,,
"File.Edit","t","","1170","1738000829083","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"1171","1738000829084","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit",":","","1171","1738000829378","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",":",,"1172","1738000829380","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,":",,,,,
"File.Edit"," ","","1172","1738000829631","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"1173","1738000829632","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit",":","","1173","1738000831534","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",":",,"1174","1738000831539","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,":",,,,,
"X-Action","Backspace",,,"1738000831989","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","",":","1173","1738000831990","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","""","","1173","1738000832187","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","""",,"1174","1738000832188","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"""",,,,,
"X-Action","Right",,,"1738000833213","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1738000833467","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Enter",,,"1738000833738","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","        
","","1177","1738000833740","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Insert Inline Proposal",,,"1738000834778","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Insert Inline Proposal",,,,,
"File.Edit","while(last != null) {}","","1185","1738000834781","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Insert Inline Proposal",,,"1738000834795","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Insert Inline Proposal",,,,,
"X-Keystroke","""",,"1174","1738000832188","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"""",,,,,
"X-Keystroke","""",,"1174","1738000832188","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"""",,,,,
"X-Action","Enter",,,"1738000835931","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","
        ","","1206","1738000835933","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","        
","","1207","1738000835939","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","    ","","1215","1738000835940","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","s","","1219","1738000836429","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"1220","1738000836430","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","o","","1220","1738000836530","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"1221","1738000836538","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"o",,,,,
"File.Edit","u","","1221","1738000836587","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"1222","1738000836591","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"u",,,,,
"File.Edit","t","","1222","1738000836660","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"1223","1738000836669","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Action","Choose Lookup Item Replace",,,"1738000836980","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Choose Lookup Item Replace",,,,,
"File.Edit","","sout","1219","1738000837008","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","System.out.println();","","1219","1738000837010","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"1220","1738000836430","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","o",,"1221","1738000836538","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke","u",,"1222","1738000836591","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"u",,,,,
"X-Keystroke","t",,"1223","1738000836669","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","s",,"1220","1738000836430","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","o",,"1221","1738000836538","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke","u",,"1222","1738000836591","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"u",,,,,
"X-Keystroke","t",,"1223","1738000836669","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Action","Insert Inline Proposal",,,"1738000839571","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Insert Inline Proposal",,,,,
"File.Edit","last.data + "" ""","","1238","1738000839573","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Insert Inline Proposal",,,"1738000839590","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Insert Inline Proposal",,,,,
"X-Action","Right",,,"1738000840597","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1738000840779","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Enter",,,"1738000841100","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","            
","","1256","1738000841102","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Insert Inline Proposal",,,"1738000842499","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Insert Inline Proposal",,,,,
"File.Edit","last = last.next;","","1268","1738000842501","searchInLinkedList.java","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Insert Inline Proposal",,,"1738000842516","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"Insert Inline Proposal",,,,,
"X-Keystroke","p",,"1281","1738000847383","searchInLinkedList.java","1.1.5 for 2021-2022 @t1",,"p",,,,,
